,polymer_dD,polymer_dP,polymer_dH,solv_dD,solv_dP,solv_dH,Mw (Da),PDI,ϕ,P (MPa),target
3308,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.0998,0.1,26.5
3309,18.3,3.6,3.03,16.8,0.19,0.95,209000.0,2.13,0.1207,0.1,24.98
3310,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0727,3.67,22.6
3311,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.18736,1.64,172.33
3312,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.07502,4.82,13.85
3313,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.08597,0.47,56.1
3314,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.04372,6.3,175.0
3315,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.18736,7.5,216.74
3316,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.09662,0.1,26.85
3317,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.1594,0.1,35.81
3318,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.01672,0.1,26.73
3319,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.13909,0.1,24.47
3320,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.09251,0.1,24.65
3321,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08714,2.06,223.2
3322,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,14.32,50.67
3323,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.14158,1.45,29.75
3324,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.16971,0.1,25.0
3325,17.5,2.82,2.73,16.67,0.1,1.48,31200.0,1.2,0.10661,0.1,163.1
3326,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.1768,3.86,172.33
3327,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0412,0.1,30.49
3328,18.3,3.6,3.03,16.06,0.22,0.47,200000.0,1.06,0.07612,0.1,227.09
3329,14.9,5.29,2.86,18.2,4.73,4.42,75000.0,1.16,0.05743,0.1,44.5
3330,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.03611,5.23,182.01
3331,18.3,3.6,3.03,15.59,5.93,7.25,233000.0,1.06,0.06073,0.1,152.7
3332,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.07616,0.1,26.9
3333,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.21273,0.46,11.24
3334,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0535,2.21,49.39
3335,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.1844,2.6,37.11
3336,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.08534,0.81,63.26
3337,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.08607,0.1,24.59
3338,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.05318,0.8,31.16
3339,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.07374,0.1,-22.1
3340,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0118,0.1,26.29
3341,18.3,3.6,3.03,16.67,0.1,1.48,98900.0,1.02,0.14563,0.1,174.3
3342,18.3,3.6,3.03,17.31,5.07,12.86,4215.0,1.07,0.11432,0.1,46.24
3343,13.8,3.38,4.26,18.12,4.96,6.37,44500.0,1.51,0.2254,0.1,80.1
3344,18.3,3.6,3.03,16.06,0.22,0.47,2700000.0,1.1,0.026,0.1,214.99
3345,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.042,80.0,12.55
3346,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.05854,0.1,33.1
3347,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0157,0.1,144.75
3348,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.10167,0.1,24.33
3349,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.15784,61.78,19.66
3350,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.21092,50.0,20.41
3351,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0515,0.1,23.82
3352,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0132,1.96,56.9
3353,15.1,7.69,5.38,16.87,2.7,2.26,124800.0,2.37,0.03986,9.72,196.4
3354,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,2.03,72.45
3355,16.3,9.79,7.12,15.11,15.72,38.81,53000.0,1.47,0.13731,0.1,28.25
3356,18.3,3.6,3.03,15.08,4.12,5.69,600000.0,1.1,0.00827,0.1,121.4
3357,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.1278,0.39,-3.58
3358,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.05402,4.05,28.67
3359,18.3,3.6,3.03,15.08,4.12,5.69,100000.0,1.06,0.08485,0.1,-18.5
3360,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,9.27,52.35
3361,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0516,8.47,212.21
3362,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.06254,0.1,25.41
3363,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.00805,6.42,54.24
3364,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.128,10.0,12.35
3365,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.02569,6.7,234.0
3366,18.3,3.6,3.03,14.34,0.11,0.13,1240.0,1.07,0.16604,0.1,10.65
3367,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0451,0.1,23.79
3368,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.0209,0.1,48.13
3369,17.5,2.82,2.73,16.06,0.22,0.47,75600.0,1.05,0.0075,0.1,47.85
3370,18.3,3.6,3.03,14.52,0.14,0.16,1240.0,1.07,0.203,0.1,12.35
3371,18.3,3.6,3.03,16.06,0.22,0.47,17300.0,1.06,0.0453,0.1,19.72
3372,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.19394,3.62,-3.12
3373,18.3,3.6,3.03,16.8,0.19,0.95,51000.0,1.04,0.11256,0.1,15.7
3374,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0164,0.1,25.19
3375,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.03648,0.1,20.6
3376,17.5,2.82,2.73,16.67,0.1,1.48,61400.0,1.05,0.06049,0.1,15.8
3377,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.2083,0.1,23.74
3378,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.00483,0.1,20.3
3379,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00351,6.87,206.93
3380,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.12385,0.98,58.99
3381,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.05041,7.6,200.0
3382,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.09681,1.05,31.29
3383,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.14835,0.1,22.52
3384,13.7,3.48,2.56,15.12,0.15,0.21,15500.0,1.08,0.04535,4.7,199.95
3385,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1515,0.1,22.74
3386,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1118,0.1,23.61
3387,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.2159,0.1,20.04
3388,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.07507,3.18,55.5
3389,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.1768,1.42,146.54
3390,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,4.19,31.98
3391,17.5,2.82,2.73,16.67,0.1,1.48,31200.0,1.2,0.04669,0.1,164.1
3392,13.8,3.38,4.26,15.51,10.18,6.73,44500.0,1.51,0.08347,0.1,54.9
3393,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.1252,0.84,72.29
3394,18.3,3.6,3.03,15.51,10.18,6.73,11500.0,1.07,0.08518,0.1,-26.41
3395,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,2.39,56.32
3396,14.0,6.51,6.76,15.11,15.72,38.81,15000.0,1.2,0.04469,0.1,120.2
3397,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.10218,0.1,25.77
3398,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.11488,8.03,211.97
3399,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04885,9.01,216.85
3400,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.19798,2.79,90.39
3401,15.6,7.41,4.86,17.31,5.07,12.86,992000.0,1.06,0.12471,0.1,77.03
3402,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.14197,70.0,20.9
3403,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.07502,1.45,14.41
3404,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1126,5.25,23.33
3405,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.11392,0.1,23.6
3406,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,1.76,154.96
3407,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.09728,10.98,21.43
3408,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1844,3.56,65.6
3409,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.24615,4.42,-3.68
3410,13.8,3.38,4.26,13.11,1.34,1.95,11570.0,1.15,0.03309,0.1,173.0
3411,18.3,3.6,3.03,16.06,0.22,0.47,97200.0,1.06,0.12902,0.1,47.94
3412,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0667,0.1,60.21
3413,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0197,0.1,22.97
3414,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.1611,2.72,6.24
3415,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.02927,0.1,27.28
3416,14.2,1.73,1.4,15.37,0.16,0.29,1000000.0,1.67,0.01887,8.3,220.0
3417,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0972,0.1,29.15
3418,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1393,2.41,23.83
3419,18.3,3.6,3.03,17.31,5.07,12.86,4215.0,1.07,0.03031,0.1,37.27
3420,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0325,0.1,223.6
3421,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.07225,0.1,26.94
3422,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.08121,0.1,20.37
3423,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.1141,1.55,52.72
3424,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.13744,0.1,19.91
3425,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0328,5.92,192.41
3426,14.0,6.51,6.76,15.11,15.72,38.81,11615.0,1.11,0.3635,0.1,134.5
3427,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.03545,0.1,20.49
3428,18.3,3.6,3.03,16.8,0.19,0.95,111000.0,1.05,0.03074,0.1,20.63
3429,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03803,20.0,34.97
3430,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.09193,0.1,30.88
3431,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.15197,45.11,10.58
3432,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.15162,1.98,-2.6
3433,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03803,2.5,32.55
3434,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.0926,0.1,24.14
3435,18.3,3.6,3.03,15.51,10.18,6.73,7800.0,1.19,0.24406,0.1,-20.88
3436,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,0.98,77.73
3437,18.3,3.6,3.03,15.7,4.47,6.46,233000.0,1.06,0.06757,0.1,224.7
3438,17.5,2.82,2.73,15.88,3.86,5.39,76500.0,1.1,0.00816,0.1,253.1
3439,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2867,6.04,4.32
3440,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0035,0.1,26.35
3441,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.08597,0.74,53.58
3442,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.01226,0.1,248.1
3443,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.16955,3.1,28.06
3444,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.00546,5.3,179.99
3445,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1126,4.17,23.5
3446,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.05181,0.1,20.0
3447,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0271,0.1,25.08
3448,18.3,3.6,3.03,16.67,0.1,1.48,354000.0,1.02,0.02335,0.1,163.9
3449,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0939,0.1,225.06
3450,18.3,3.6,3.03,14.52,0.14,0.16,1240.0,1.07,0.14042,0.1,10.65
3451,16.3,9.79,7.12,15.11,15.72,38.81,144000.0,2.06,0.02799,2.05,37.05
3452,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.103,0.1,23.72
3453,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,3.43,55.41
3454,14.2,1.73,1.4,15.37,0.16,0.29,1000000.0,1.67,0.01887,6.7,210.0
3455,18.3,3.6,3.03,16.8,0.19,0.95,37000.0,1.06,0.10266,0.1,237.6
3456,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1977,2.57,23.5
3457,16.3,9.79,7.12,15.11,15.72,38.81,144000.0,2.06,0.02799,53.85,40.25
3458,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.10432,1.11,71.38
3459,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.08527,4.27,140.08
3460,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.0126,12.5,223.5
3461,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.01296,5.4,225.0
3462,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.22857,0.74,-0.37
3463,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,11.57,52.73
3464,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.16114,2.28,37.88
3465,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.3145,2.46,4.22
3466,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1326,1.63,67.1
3467,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.03393,0.1,19.52
3468,14.0,6.51,6.76,15.11,15.72,38.81,4490.0,1.13,0.42559,0.1,158.7
3469,18.3,3.6,3.03,15.08,4.12,5.69,100000.0,1.06,0.00413,0.1,165.5
3470,18.3,3.6,3.03,16.8,0.19,0.95,100000.0,1.06,0.11096,0.1,20.5
3471,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.16842,1.53,-2.19
3472,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,1.08,30.26
3473,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.20245,2.7,70.64
3474,18.3,3.6,3.03,16.06,0.22,0.47,20200.0,1.06,0.2395,0.1,25.3
3475,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.06815,50.0,19.96
3476,18.3,3.6,3.03,15.57,10.24,6.84,7800.0,1.18,0.17192,0.1,13.51
3477,18.3,3.6,3.03,15.08,4.12,5.69,233000.0,1.06,0.12799,0.1,133.3
3478,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.11285,9.69,230.19
3479,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.00227,0.1,32.94
3480,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.11798,0.1,228.4
3481,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0328,3.9,177.47
3482,18.3,3.6,3.03,15.3,2.65,0.56,25000.0,1.06,0.07,0.1,9.92
3483,18.3,3.6,3.03,15.08,4.12,5.69,600000.0,1.1,0.00413,0.1,-2.7
3484,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,1.48,56.61
3485,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.06192,0.1,27.09
3486,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.04067,0.1,23.52
3487,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0121,0.1,59.47
3488,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,25.6,18.8
3489,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.042,30.0,8.35
3490,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.182,4.7,194.5
3491,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0515,0.1,23.82
3492,15.6,7.41,4.86,17.31,5.07,12.86,280000.0,1.06,0.01139,0.1,75.87
3493,18.3,3.6,3.03,15.89,4.11,5.7,600000.0,1.1,0.05891,0.1,239.5
3494,18.3,3.6,3.03,15.51,10.18,6.73,16600.0,1.05,0.1419,25.5,-0.15
3495,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.07803,4.27,130.0
3496,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.13973,1.05,32.3
3497,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.05318,0.4,32.32
3498,18.3,3.6,3.03,17.31,5.07,12.86,78800.0,1.12,0.11081,0.1,78.8
3499,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.0999,5.37,6.24
3500,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.20245,1.28,77.66
3501,18.3,3.6,3.03,16.8,0.19,0.95,45300.0,1.01,0.149,0.1,14.14
3502,18.3,3.6,3.03,16.8,0.19,0.95,600000.0,1.1,0.01065,0.1,27.74
3503,18.3,3.6,3.03,15.51,10.18,6.73,16600.0,1.05,0.1419,3.25,24.85
3504,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.05852,0.1,33.05
3505,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.1076,0.1,59.83
3506,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.06063,0.1,25.41
3507,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0583,0.1,133.45
3508,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,7.37,55.51
3509,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0706,0.1,132.55
3510,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0879,0.1,26.17
3511,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13206,4.48,117.05
3512,18.3,3.6,3.03,16.8,0.19,0.95,123000.0,1.06,0.064,0.1,21.41
3513,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0309,0.1,23.44
3514,18.3,3.6,3.03,16.8,0.19,0.95,100000.0,1.06,0.00371,0.1,238.8
3515,14.0,6.51,6.76,15.11,15.72,38.81,3350.0,1.6,0.04379,0.1,157.6
3516,18.3,3.6,3.03,16.06,0.22,0.47,297000.0,5.45,0.11247,0.1,54.19
3517,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0727,2.33,22.8
3518,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,69.26,43.69
3519,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.1432,4.92,92.85
3520,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04885,9.59,221.85
3521,17.5,2.82,2.73,16.06,0.22,0.47,20100.0,1.02,0.19359,0.1,32.29
3522,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.1822,0.1,23.4
3523,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,68.84,19.8
3524,18.3,3.6,3.03,16.67,0.1,1.48,184000.0,1.07,0.02971,0.1,5.4
3525,18.3,3.6,3.03,15.48,7.15,7.95,190000.0,1.04,0.03263,0.1,26.93
3526,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.34,0.1,20.34
3527,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.1853,0.1,20.4
3528,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.05041,2.2,163.0
3529,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04417,6.09,192.3
3530,18.3,3.6,3.03,15.3,2.65,0.56,2000000.0,1.3,0.049,0.1,33.92
3531,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.07653,4.21,180.48
3532,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0226,0.1,23.17
3533,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.07483,77.57,19.98
3534,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,0.67,158.55
3535,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.08534,0.92,106.0
3536,17.2,3.53,1.84,16.07,0.18,0.55,26900.0,1.06,0.1428,2.52,29.33
3537,18.3,3.6,3.03,16.8,0.19,0.95,320000.0,2.5,0.02092,0.1,26.0
3538,18.3,3.6,3.03,16.8,0.19,0.95,90000.0,1.04,0.00446,0.1,14.43
3539,14.0,6.51,6.76,15.11,15.72,38.81,8420.0,1.25,0.02157,0.1,280.2
3540,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0796,0.1,29.75
3541,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.23983,4.08,13.04
3542,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.1094,0.22,14.04
3543,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1503,1.26,24.2
3544,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.08248,9.05,29.1
3545,14.0,6.51,6.76,15.11,15.72,38.81,2530.0,1.17,0.05712,0.1,170.5
3546,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.0173,0.1,61.36
3547,13.8,3.38,4.26,13.11,1.34,1.95,11570.0,1.15,0.05896,0.1,173.0
3548,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.08414,3.84,172.69
3549,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.1301,0.1,49.51
3550,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.06,0.04323,0.1,23.75
3551,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.08597,1.18,49.66
3552,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.03126,10.96,130.0
3553,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.2172,0.1,23.25
3554,14.2,5.27,5.19,15.11,15.72,38.81,20000.0,2.5,0.39293,0.1,34.0
3555,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08714,5.1,242.0
3556,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.17331,1.15,103.98
3557,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.097,0.1,43.85
3558,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0204,0.1,60.0
3559,13.8,3.38,4.26,15.51,10.18,6.73,44500.0,1.51,0.2236,0.1,50.0
3560,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,2.89,25.37
3561,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.10432,1.31,85.2
3562,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.18736,3.85,187.31
3563,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.14328,0.43,-2.63
3564,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.09173,3.88,25.27
3565,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.04449,8.37,55.14
3566,18.3,3.6,3.03,16.8,0.19,0.95,320000.0,2.5,0.0884,0.1,26.0
3567,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.14329,1.04,34.93
3568,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08164,4.4,237.95
3569,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.27586,0.1,128.6
3570,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03805,4.0,32.75
3571,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.21622,0.1,19.99
3572,16.3,9.79,7.12,15.11,15.72,38.81,53000.0,1.47,0.78601,0.1,37.97
3573,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.0224,6.9,190.01
3574,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.2032,0.1,23.56
3575,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2867,3.71,4.52
3576,18.3,3.6,3.03,15.51,10.18,6.73,7800.0,1.19,0.09476,0.1,-19.65
3577,14.0,6.51,6.76,15.11,15.72,38.81,15000.0,1.2,0.27016,0.1,291.8
3578,18.3,3.6,3.03,16.8,0.19,0.95,25000.0,1.06,0.098,0.1,7.0
3579,14.0,6.51,6.76,15.11,15.72,38.81,4490.0,1.13,0.02246,0.1,228.3
3580,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1393,4.49,23.51
3581,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.0716,0.1,21.49
3582,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1844,2.12,66.09
3583,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.17013,0.1,19.0
3584,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1844,2.96,65.79
3585,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.14329,4.61,26.41
3586,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.1619,0.1,56.23
3587,18.3,3.6,3.03,16.8,0.19,0.95,103000.0,1.01,0.0068,0.1,17.0
3588,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.084,10.0,9.85
3589,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.04432,0.1,25.64
3590,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.24615,2.56,-2.51
3591,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00968,0.1,22.0
